akansha_angry,akansha_neutral,arzoo_angry,arzoo_neutral,emily_angry,emily_neutral,isha_angry,isha_neutral,lorelai_angry,mompatil_angry_2,mompatil_neutral,olivia_angry,olivia_neutral,pallavi_angry,pallavi_neutral,paris_angry,paris_neutral,pdb_angry,pdb_neutral,pooja_angry,pooja_neutral,pritha_angry,pritha_neutral,sayalee_angry,sayalee_neutral,tanvi_angry,tanvi_neutral,young_angry,young_neutral,angry_woman,neutral_woman
Angry,Neutral,Noise,Neutral,,,Angry,Neutral,,,,,Neutral,,,,,Neutral,Neutral,Angry,Neutral,Neutral,Neutral,Noise,Neutral,Silence,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Neutral,,,Hybrid,Neutral,,,,,Neutral,,,,,Neutral,Neutral,Angry,Neutral,Neutral,Neutral,Noise,Neutral,,Neutral,Angry,Neutral,,
Angry,Hybrid,Noise,Neutral,,,Hybrid,Neutral,,,,,Neutral,,,,,Neutral,Neutral,Angry,Neutral,Hybrid,Neutral,Noise,Neutral,,Neutral,Angry,Neutral,,
Angry,Hybrid,Noise,Neutral,,,Hybrid,Neutral,,,,,Neutral,,,,,Neutral,Neutral,Angry,Neutral,Hybrid,Neutral,Noise,Neutral,,Neutral,Angry,Neutral,,
Angry,Hybrid,Noise,Neutral,,,Noise,Neutral,,,,,Neutral,,,,,Neutral,Neutral,Angry,Neutral,Hybrid,Neutral,Noise,Neutral,,Neutral,Angry,Neutral,,
Angry,Hybrid,Noise,Neutral,,,Noise,Neutral,,,,,Neutral,,,,,Neutral,Neutral,Angry,Neutral,Silence,Neutral,Noise,Neutral,,Neutral,Angry,Neutral,,
Angry,Hybrid,Noise,Neutral,,,Noise,Neutral,,,,,Neutral,,,,,Hybrid,Neutral,Angry,Neutral,Silence,Neutral,Noise,Neutral,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Neutral,,,Noise,Neutral,,,,,Neutral,,,,,Hybrid,Neutral,Angry,Neutral,Silence,Neutral,Noise,Hybrid,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Neutral,,,Noise,Neutral,,,,,Neutral,,,,,Hybrid,Neutral,Angry,Neutral,Silence,Neutral,Noise,Hybrid,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Neutral,,,Noise,Neutral,,,,,Neutral,,,,,Silence,Hybrid,Angry,Neutral,,Neutral,Noise,Hybrid,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Neutral,,,Noise,Neutral,,,,,Neutral,,,,,Silence,Hybrid,Angry,Neutral,,Neutral,Noise,Noise,,Neutral,Angry,Neutral,,
Hybrid,Neutral,Noise,Neutral,,,Noise,Neutral,,,,,Neutral,,,,,Silence,Hybrid,Angry,Neutral,,Neutral,,Noise,,Neutral,Angry,Neutral,,
Hybrid,Neutral,Noise,Neutral,,,Noise,,,,,,Neutral,,,,,Silence,Silence,Angry,Neutral,,Neutral,,Noise,,Neutral,Angry,Neutral,,
Hybrid,Neutral,Noise,Neutral,,,Noise,,,,,,Neutral,,,,,Silence,Silence,Angry,Neutral,,,,Noise,,Neutral,Angry,Neutral,,
Noise,Neutral,Noise,Neutral,,,Noise,,,,,,Neutral,,,,,Silence,Silence,Angry,Hybrid,,,,Noise,,Neutral,Angry,Neutral,,
Hybrid,Neutral,Noise,Neutral,,,Noise,,,,,,Neutral,,,,,Silence,Silence,Angry,Hybrid,,,,,,Neutral,Angry,Neutral,,
Hybrid,Neutral,Noise,Hybrid,,,Noise,,,,,,Neutral,,,,,Silence,Silence,Angry,Hybrid,,,,,,Neutral,Angry,Neutral,,
Hybrid,Neutral,Noise,Hybrid,,,Noise,,,,,,Neutral,,,,,Silence,Silence,Angry,Noise,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Hybrid,,,Noise,,,,,,Neutral,,,,,Silence,Silence,Angry,Noise,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Hybrid,,,Noise,,,,,,Neutral,,,,,Silence,Silence,Angry,Noise,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Hybrid,,,Silence,,,,,,Neutral,,,,,Silence,Silence,Angry,Noise,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,Hybrid,,,Silence,,,,,,Neutral,,,,,Silence,Silence,Angry,Noise,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Neutral,,,,,Silence,Silence,Angry,Hybrid,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Neutral,,,,,Silence,Silence,Angry,Hybrid,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Neutral,,,,,Silence,Silence,Angry,Hybrid,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Hybrid,,,,,Silence,Silence,Angry,Neutral,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Hybrid,,,,,Silence,Silence,Angry,Neutral,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Hybrid,,,,,Silence,Silence,Angry,Neutral,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Silence,,,,,Silence,Silence,Angry,Neutral,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Hybrid,,,,,Silence,Silence,Angry,Neutral,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,Silence,,,,,,Hybrid,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,,,,,,,Hybrid,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,Noise,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Angry,Neutral,,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Hybrid,Neutral,,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Hybrid,,,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Hybrid,,,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Hybrid,,,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Hybrid,,,,,,,,,,,,Neutral,,,,,Silence,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Hybrid,,,,,,,,,,,,,,,,,,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Hybrid,,,,,,,,,,,,,,,,,,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Hybrid,,,,,,,,,,,,,,,,,,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Noise,,,,,,,,,,,,,,,,,,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Noise,,,,,,,,,,,,,,,,,,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Noise,,,,,,,,,,,,,,,,,,Silence,Angry,,,,,,,Neutral,Angry,Neutral,,
Noise,,,,,,,,,,,,,,,,,,Silence,Hybrid,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,Hybrid,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,Hybrid,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,Silence,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,Silence,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Silence,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Neutral,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Hybrid,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Hybrid,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Hybrid,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,Noise,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Hybrid,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,Noise,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,Neutral,,
