Ajinkya angry,Ajinkya Normal,Al Pacino Angry,Al Pacino Normal,Amit Convo,Angry Fred,Angry Jap,Angry Niko,Angry Samuel,Angry Walt,Ari Angry,Ari Normal,Arrow Angry,Arrow Normal,Arun Angry,Arun Normal,Bale Angry,Bale Normal,Bhargav Angry,Bhargav Normal,Cruise Angry,Cruise Normal,DadPatil Angry,DadPatil Normal,DC Angry,DC Normal,Dicap_Django Angry,Dicap_Django Normal,Doctor Angry,Doctor Normal,Goswami Angry,Goswami Normal,Harvey Angry,Harvey Normal,JE Angry,JE Normal,JK Angry,JK Normal,Kapish Angry,Kapish Normal,KL Angry,KL Normal,leo_angry_wolf.wav,leo_Neutral_wolf.wav,leo_angry.wav,leo_Neutral.wav,loki_angry.wav,loki_neutral.wav,louis_angry,louis_neutral,Malkan_angry,Malkan_neutral,Manas_angry,Manas_neutral,Vaas_angry,Vaas_neutral,mathur_angry,mathur_neutral,michael_angry,michael_neutral,nicholson_angry,nicholson_neutral,Nishant_angry,Nishant_neutral,old_angry,old_neutral,Puneet_angry.wav,Puneet_neutral,RandomMan_anger,RandomMan_neutral,Rishi_angry,Rishi_neutral,robert_angry,simmons_angry,simmons_neutral,toby_angry,toby_neutral,Tushar_angry,Tushar_neutral,tyrion_angry,tyrion_neutral,robert_neutral,Rohit_angry.wav,Rohit_neutral.wav
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
,,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angry,,Angry,Neutral,,,,,,,,,,,,,,,,,,
